"wbic_year","wbic","year","county","class","len.in","len.mm","wt","sex"
"394400_1992",394400,1992,"Forest","CCC",10.5,266.7,167.83,"M"
"394400_1992",394400,1992,"Forest","CCC",11.3,287.02,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",11.4,289.56,226.8,"M"
"394400_1992",394400,1992,"Forest","CCC",11.6,294.64,226.8,"M"
"394400_1992",394400,1992,"Forest","CCC",11.7,297.18,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",11.8,299.72,281.23,"M"
"394400_1992",394400,1992,"Forest","CCC",11.9,302.26,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",11.9,302.26,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",11.9,302.26,281.23,"M"
"394400_1992",394400,1992,"Forest","CCC",11.9,302.26,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",12,304.8,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",12.1,307.34,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",12.2,309.88,281.23,"M"
"394400_1992",394400,1992,"Forest","CCC",12.3,312.42,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",12.4,314.96,308.44,"M"
"394400_1992",394400,1992,"Forest","CCC",12.5,317.5,340.19,"M"
"394400_1992",394400,1992,"Forest","CCC",12.6,320.04,254.01,"M"
"394400_1992",394400,1992,"Forest","CCC",12.7,322.58,308.44,"M"
"394400_1992",394400,1992,"Forest","CCC",12.9,327.66,340.19,"M"
"394400_1992",394400,1992,"Forest","CCC",12.9,327.66,281.23,"M"
"394400_1992",394400,1992,"Forest","CCC",13,330.2,367.41,"M"
"394400_1992",394400,1992,"Forest","CCC",13.1,332.74,340.19,"M"
"394400_1992",394400,1992,"Forest","CCC",13.2,335.28,367.41,"M"
"394400_1992",394400,1992,"Forest","CCC",13.3,337.82,340.19,"M"
"394400_1992",394400,1992,"Forest","CCC",13.3,337.82,367.41,"M"
"394400_1992",394400,1992,"Forest","CCC",13.5,342.9,394.63,"M"
"394400_1992",394400,1992,"Forest","CCC",13.6,345.44,394.63,"M"
"394400_1992",394400,1992,"Forest","CCC",13.6,345.44,453.59,"F"
"394400_1992",394400,1992,"Forest","CCC",13.7,347.98,367.41,"M"
"394400_1992",394400,1992,"Forest","CCC",13.7,347.98,340.19,"M"
"394400_1992",394400,1992,"Forest","CCC",13.8,350.52,480.81,"M"
"394400_1992",394400,1992,"Forest","CCC",14,355.6,394.63,"M"
"394400_1992",394400,1992,"Forest","CCC",14.2,360.68,453.59,"M"
"394400_1992",394400,1992,"Forest","CCC",14.2,360.68,394.63,"M"
"394400_1992",394400,1992,"Forest","CCC",14.3,363.22,480.81,"M"
"394400_1992",394400,1992,"Forest","CCC",14.3,363.22,508.02,"F"
"394400_1992",394400,1992,"Forest","CCC",14.5,368.3,480.81,"M"
"394400_1992",394400,1992,"Forest","CCC",14.5,368.3,508.02,"M"
"394400_1992",394400,1992,"Forest","CCC",14.6,370.84,480.81,"F"
"394400_1992",394400,1992,"Forest","CCC",14.6,370.84,535.24,"F"
"394400_1992",394400,1992,"Forest","CCC",14.6,370.84,594.21,"F"
"394400_1992",394400,1992,"Forest","CCC",14.7,373.38,453.59,"M"
"394400_1992",394400,1992,"Forest","CCC",14.7,373.38,394.63,"M"
"394400_1992",394400,1992,"Forest","CCC",14.8,375.92,480.81,"M"
"394400_1992",394400,1992,"Forest","CCC",14.8,375.92,566.99,"F"
"394400_1992",394400,1992,"Forest","CCC",14.9,378.46,535.24,"F"
"394400_1992",394400,1992,"Forest","CCC",15,381,480.81,"M"
"394400_1992",394400,1992,"Forest","CCC",15.2,386.08,621.42,"M"
"394400_1992",394400,1992,"Forest","CCC",15.2,386.08,566.99,"M"
"394400_1992",394400,1992,"Forest","CCC",15.2,386.08,535.24,"M"
"394400_1992",394400,1992,"Forest","CCC",15.3,388.62,566.99,"F"
"394400_1992",394400,1992,"Forest","CCC",15.4,391.16,508.02,"M"
"394400_1992",394400,1992,"Forest","CCC",15.4,391.16,566.99,"M"
"394400_1992",394400,1992,"Forest","CCC",15.4,391.16,566.99,"F"
"394400_1992",394400,1992,"Forest","CCC",15.5,393.7,566.99,"F"
"394400_1992",394400,1992,"Forest","CCC",15.5,393.7,648.64,"F"
"394400_1992",394400,1992,"Forest","CCC",15.6,396.24,680.39,"M"
"394400_1992",394400,1992,"Forest","CCC",15.8,401.32,734.82,"F"
"394400_1992",394400,1992,"Forest","CCC",15.8,401.32,566.99,"M"
"394400_1992",394400,1992,"Forest","CCC",15.8,401.32,680.39,"F"
"394400_1992",394400,1992,"Forest","CCC",15.8,401.32,566.99,"M"
"394400_1992",394400,1992,"Forest","CCC",15.8,401.32,594.21,"M"
"394400_1992",394400,1992,"Forest","CCC",15.8,401.32,566.99,"M"
"394400_1992",394400,1992,"Forest","CCC",15.9,403.86,821,"F"
"394400_1992",394400,1992,"Forest","CCC",16,406.4,648.64,"M"
"394400_1992",394400,1992,"Forest","CCC",16.1,408.94,821,"F"
"394400_1992",394400,1992,"Forest","CCC",16.1,408.94,734.82,"F"
"394400_1992",394400,1992,"Forest","CCC",16.1,408.94,793.79,"M"
"394400_1992",394400,1992,"Forest","CCC",16.1,408.94,621.42,"M"
"394400_1992",394400,1992,"Forest","CCC",16.2,411.48,734.82,"F"
"394400_1992",394400,1992,"Forest","CCC",16.2,411.48,566.99,"M"
"394400_1992",394400,1992,"Forest","CCC",16.3,414.02,734.82,"F"
"394400_1992",394400,1992,"Forest","CCC",16.4,416.56,621.42,"M"
"394400_1992",394400,1992,"Forest","CCC",16.5,419.1,734.82,"M"
"394400_1992",394400,1992,"Forest","CCC",16.6,421.64,875.43,"F"
"394400_1992",394400,1992,"Forest","CCC",16.7,424.18,648.64,"M"
"394400_1992",394400,1992,"Forest","CCC",16.7,424.18,734.82,"F"
"394400_1992",394400,1992,"Forest","CCC",16.7,424.18,734.82,"M"
"394400_1992",394400,1992,"Forest","CCC",16.8,426.72,734.82,"M"
"394400_1992",394400,1992,"Forest","CCC",16.8,426.72,848.22,"F"
"394400_1992",394400,1992,"Forest","CCC",16.9,429.26,734.82,"F"
"394400_1992",394400,1992,"Forest","CCC",16.9,429.26,762.04,"M"
"394400_1992",394400,1992,"Forest","CCC",17,431.8,961.62,"F"
"394400_1992",394400,1992,"Forest","CCC",17,431.8,734.82,"M"
"394400_1992",394400,1992,"Forest","CCC",17,431.8,793.79,"M"
"394400_1992",394400,1992,"Forest","CCC",17.1,434.34,793.79,"M"
"394400_1992",394400,1992,"Forest","CCC",17.1,434.34,821,"M"
"394400_1992",394400,1992,"Forest","CCC",17.1,434.34,793.79,"F"
"394400_1992",394400,1992,"Forest","CCC",17.2,436.88,648.64,"F"
"394400_1992",394400,1992,"Forest","CCC",17.3,439.42,875.43,"F"
"394400_1992",394400,1992,"Forest","CCC",17.3,439.42,762.04,"M"
"394400_1992",394400,1992,"Forest","CCC",17.4,441.96,1274.59,"F"
"394400_1992",394400,1992,"Forest","CCC",17.4,441.96,821,"F"
"394400_1992",394400,1992,"Forest","CCC",17.5,444.5,961.62,"F"
"394400_1992",394400,1992,"Forest","CCC",17.5,444.5,821,"M"
"394400_1992",394400,1992,"Forest","CCC",17.6,447.04,762.04,"M"
"394400_1992",394400,1992,"Forest","CCC",17.6,447.04,907.18,"M"
"394400_1992",394400,1992,"Forest","CCC",17.7,449.58,907.18,"M"
"394400_1992",394400,1992,"Forest","CCC",17.8,452.12,907.18,"F"
"394400_1992",394400,1992,"Forest","CCC",17.9,454.66,1047.8,"F"
"394400_1992",394400,1992,"Forest","CCC",17.9,454.66,875.43,"M"
"394400_1992",394400,1992,"Forest","CCC",18,457.2,1102.23,"F"
"394400_1992",394400,1992,"Forest","CCC",18.1,459.74,961.62,"F"
"394400_1992",394400,1992,"Forest","CCC",18.1,459.74,1133.98,"F"
"394400_1992",394400,1992,"Forest","CCC",18.1,459.74,988.83,"M"
"394400_1992",394400,1992,"Forest","CCC",18.1,459.74,907.18,"M"
"394400_1992",394400,1992,"Forest","CCC",18.1,459.74,961.62,"M"
"394400_1992",394400,1992,"Forest","CCC",18.1,459.74,934.4,"M"
"394400_1992",394400,1992,"Forest","CCC",18.2,462.28,1133.98,"F"
"394400_1992",394400,1992,"Forest","CCC",18.4,467.36,821,"M"
"394400_1992",394400,1992,"Forest","CCC",18.4,467.36,961.62,"M"
"394400_1992",394400,1992,"Forest","CCC",18.4,467.36,1020.58,"M"
"394400_1992",394400,1992,"Forest","CCC",18.5,469.9,907.18,"M"
"394400_1992",394400,1992,"Forest","CCC",18.6,472.44,1075.01,"M"
"394400_1992",394400,1992,"Forest","CCC",18.7,474.98,1161.2,"F"
"394400_1992",394400,1992,"Forest","CCC",18.7,474.98,1020.58,"F"
"394400_1992",394400,1992,"Forest","CCC",18.7,474.98,1075.01,"M"
"394400_1992",394400,1992,"Forest","CCC",18.7,474.98,1133.98,"M"
"394400_1992",394400,1992,"Forest","CCC",18.8,477.52,1133.98,"F"
"394400_1992",394400,1992,"Forest","CCC",18.9,480.06,1161.2,"F"
"394400_1992",394400,1992,"Forest","CCC",18.9,480.06,1188.41,"F"
"394400_1992",394400,1992,"Forest","CCC",18.9,480.06,1075.01,"M"
"394400_1992",394400,1992,"Forest","CCC",19,482.6,1047.8,"M"
"394400_1992",394400,1992,"Forest","CCC",19,482.6,961.62,"F"
"394400_1992",394400,1992,"Forest","CCC",19.1,485.14,1247.38,"F"
"394400_1992",394400,1992,"Forest","CCC",19.3,490.22,1360.78,"F"
"394400_1992",394400,1992,"Forest","CCC",19.3,490.22,1247.38,"M"
"394400_1992",394400,1992,"Forest","CCC",19.3,490.22,1102.23,"M"
"394400_1992",394400,1992,"Forest","CCC",19.4,492.76,1188.41,"M"
"394400_1992",394400,1992,"Forest","CCC",19.6,497.84,1188.41,"F"
"394400_1992",394400,1992,"Forest","CCC",19.6,497.84,1161.2,"M"
"394400_1992",394400,1992,"Forest","CCC",19.7,500.38,1188.41,"F"
"394400_1992",394400,1992,"Forest","CCC",19.8,502.92,1301.81,"F"
"394400_1992",394400,1992,"Forest","CCC",19.8,502.92,1501.39,"F"
"394400_1992",394400,1992,"Forest","CCC",19.9,505.46,1528.61,"F"
"394400_1992",394400,1992,"Forest","CCC",20,508,1474.18,"F"
"394400_1992",394400,1992,"Forest","CCC",20,508,1247.38,"M"
"394400_1992",394400,1992,"Forest","CCC",20.2,513.08,1587.57,"F"
"394400_1992",394400,1992,"Forest","CCC",20.6,523.24,1474.18,"F"
"394400_1992",394400,1992,"Forest","CCC",20.7,525.78,1555.82,"F"
"394400_1992",394400,1992,"Forest","CCC",20.8,528.32,1587.57,"F"
"394400_1992",394400,1992,"Forest","CCC",21,533.4,1614.79,"F"
"394400_1992",394400,1992,"Forest","CCC",21,533.4,1755.4,"F"
"394400_1992",394400,1992,"Forest","CCC",21,533.4,1841.59,"F"
"394400_1992",394400,1992,"Forest","CCC",21.2,538.48,1868.8,"F"
"394400_1992",394400,1992,"Forest","CCC",21.3,541.02,1868.8,"F"
"394400_1992",394400,1992,"Forest","CCC",21.4,543.56,1755.4,"F"
"394400_1992",394400,1992,"Forest","CCC",21.6,548.64,1927.77,"F"
"394400_1992",394400,1992,"Forest","CCC",21.7,551.18,1700.97,"F"
"394400_1992",394400,1992,"Forest","CCC",22,558.8,2009.41,"F"
"394400_1992",394400,1992,"Forest","CCC",22.6,574.04,2009.41,"F"
"394400_1992",394400,1992,"Forest","CCC",23,584.2,2267.96,"F"
"394400_1992",394400,1992,"Forest","CCC",23.3,591.82,2236.21,"F"
"394400_1992",394400,1992,"Forest","CCC",23.4,594.36,2208.99,"F"
"394400_1992",394400,1992,"Forest","CCC",23.5,596.9,2349.61,"F"
"394400_1992",394400,1992,"Forest","CCC",23.6,599.44,2267.96,"F"
"394400_1992",394400,1992,"Forest","CCC",23.9,607.06,2494.76,"F"
"394400_1992",394400,1992,"Forest","CCC",24.2,614.68,2834.95,"F"
"394400_1992",394400,1992,"Forest","CCC",24.7,627.38,2349.61,"F"
"394400_1992",394400,1992,"Forest","CCC",24.8,629.92,2267.96,"F"
"394400_1992",394400,1992,"Forest","CCC",26.6,675.64,3229.58,"F"
"396500_1992",396500,1992,"Forest","C2S",12.2,309.88,100,"M"
"396500_1992",396500,1992,"Forest","C2S",12.4,314.96,281.23,"M"
"396500_1992",396500,1992,"Forest","C2S",12.5,317.5,254.01,"M"
"396500_1992",396500,1992,"Forest","C2S",12.6,320.04,340.19,"M"
"396500_1992",396500,1992,"Forest","C2S",12.8,325.12,400,"M"
"396500_1992",396500,1992,"Forest","C2S",12.8,325.12,100,"M"
"396500_1992",396500,1992,"Forest","C2S",12.9,327.66,275,"M"
"396500_1992",396500,1992,"Forest","C2S",13,330.2,400,"M"
"396500_1992",396500,1992,"Forest","C2S",13,330.2,200,"M"
"396500_1992",396500,1992,"Forest","C2S",13,330.2,300,"M"
"396500_1992",396500,1992,"Forest","C2S",13.3,337.82,200,"M"
"396500_1992",396500,1992,"Forest","C2S",13.4,340.36,300,"M"
"396500_1992",396500,1992,"Forest","C2S",13.5,342.9,300,"M"
"396500_1992",396500,1992,"Forest","C2S",13.6,345.44,250,"M"
"396500_1992",396500,1992,"Forest","C2S",13.8,350.52,400,"M"
"396500_1992",396500,1992,"Forest","C2S",13.8,350.52,300,"M"
"396500_1992",396500,1992,"Forest","C2S",13.8,350.52,400,"M"
"396500_1992",396500,1992,"Forest","C2S",13.8,350.52,400,"M"
"396500_1992",396500,1992,"Forest","C2S",14.1,358.14,300,"M"
"396500_1992",396500,1992,"Forest","C2S",14.2,360.68,300,"M"
"396500_1992",396500,1992,"Forest","C2S",14.3,363.22,400,"M"
"396500_1992",396500,1992,"Forest","C2S",14.4,365.76,400,"F"
"396500_1992",396500,1992,"Forest","C2S",14.4,365.76,400,"M"
"396500_1992",396500,1992,"Forest","C2S",14.5,368.3,350,"M"
"396500_1992",396500,1992,"Forest","C2S",14.6,370.84,400,"M"
"396500_1992",396500,1992,"Forest","C2S",14.7,373.38,400,"M"
"396500_1992",396500,1992,"Forest","C2S",14.7,373.38,500,"M"
"396500_1992",396500,1992,"Forest","C2S",14.7,373.38,400,"M"
"396500_1992",396500,1992,"Forest","C2S",14.8,375.92,300,"M"
"396500_1992",396500,1992,"Forest","C2S",15.2,386.08,450,"M"
"396500_1992",396500,1992,"Forest","C2S",15.2,386.08,500,"M"
"396500_1992",396500,1992,"Forest","C2S",15.2,386.08,500,"M"
"396500_1992",396500,1992,"Forest","C2S",15.2,386.08,500,"M"
"396500_1992",396500,1992,"Forest","C2S",15.3,388.62,600,"M"
"396500_1992",396500,1992,"Forest","C2S",15.4,391.16,600,"F"
"396500_1992",396500,1992,"Forest","C2S",15.4,391.16,500,"M"
"396500_1992",396500,1992,"Forest","C2S",15.4,391.16,500,"M"
"396500_1992",396500,1992,"Forest","C2S",15.5,393.7,600,"F"
"396500_1992",396500,1992,"Forest","C2S",15.5,393.7,500,"F"
"396500_1992",396500,1992,"Forest","C2S",15.8,401.32,400,"M"
"396500_1992",396500,1992,"Forest","C2S",15.8,401.32,600,"M"
"396500_1992",396500,1992,"Forest","C2S",15.8,401.32,500,"M"
"396500_1992",396500,1992,"Forest","C2S",15.9,403.86,500,"M"
"396500_1992",396500,1992,"Forest","C2S",16,406.4,500,"F"
"396500_1992",396500,1992,"Forest","C2S",16,406.4,450,"F"
"396500_1992",396500,1992,"Forest","C2S",16,406.4,600,"F"
"396500_1992",396500,1992,"Forest","C2S",16.2,411.48,600,"M"
"396500_1992",396500,1992,"Forest","C2S",16.2,411.48,600,"M"
"396500_1992",396500,1992,"Forest","C2S",16.2,411.48,600,"M"
"396500_1992",396500,1992,"Forest","C2S",16.2,411.48,600,"M"
"396500_1992",396500,1992,"Forest","C2S",16.3,414.02,600,"F"
"396500_1992",396500,1992,"Forest","C2S",16.4,416.56,700,"M"
"396500_1992",396500,1992,"Forest","C2S",16.5,419.1,550,"F"
"396500_1992",396500,1992,"Forest","C2S",16.5,419.1,650,"M"
"396500_1992",396500,1992,"Forest","C2S",16.6,421.64,600,"M"
"396500_1992",396500,1992,"Forest","C2S",16.6,421.64,800,"M"
"396500_1992",396500,1992,"Forest","C2S",16.7,424.18,600,"F"
"396500_1992",396500,1992,"Forest","C2S",16.8,426.72,700,"M"
"396500_1992",396500,1992,"Forest","C2S",16.8,426.72,600,"M"
"396500_1992",396500,1992,"Forest","C2S",16.9,429.26,800,"F"
"396500_1992",396500,1992,"Forest","C2S",16.9,429.26,650,"F"
"396500_1992",396500,1992,"Forest","C2S",17,431.8,700,"F"
"396500_1992",396500,1992,"Forest","C2S",17,431.8,700,"M"
"396500_1992",396500,1992,"Forest","C2S",17,431.8,600,"M"
"396500_1992",396500,1992,"Forest","C2S",17.2,436.88,700,"F"
"396500_1992",396500,1992,"Forest","C2S",17.3,439.42,700,"M"
"396500_1992",396500,1992,"Forest","C2S",17.4,441.96,700,"M"
"396500_1992",396500,1992,"Forest","C2S",17.4,441.96,1000,"M"
"396500_1992",396500,1992,"Forest","C2S",17.7,449.58,900,"M"
"396500_1992",396500,1992,"Forest","C2S",17.7,449.58,800,"M"
"396500_1992",396500,1992,"Forest","C2S",17.8,452.12,900,"F"
"396500_1992",396500,1992,"Forest","C2S",17.8,452.12,1000,"M"
"396500_1992",396500,1992,"Forest","C2S",17.9,454.66,1000,"M"
"396500_1992",396500,1992,"Forest","C2S",17.9,454.66,800,"M"
"396500_1992",396500,1992,"Forest","C2S",18.2,462.28,900,"M"
"396500_1992",396500,1992,"Forest","C2S",18.2,462.28,1000,"M"
"396500_1992",396500,1992,"Forest","C2S",18.3,464.82,900,"M"
"396500_1992",396500,1992,"Forest","C2S",18.4,467.36,800,"M"
"396500_1992",396500,1992,"Forest","C2S",18.4,467.36,1100,"M"
"396500_1992",396500,1992,"Forest","C2S",18.4,467.36,800,"M"
"396500_1992",396500,1992,"Forest","C2S",18.6,472.44,900,"M"
"396500_1992",396500,1992,"Forest","C2S",18.7,474.98,1100,"M"
"396500_1992",396500,1992,"Forest","C2S",18.7,474.98,850,"M"
"396500_1992",396500,1992,"Forest","C2S",18.8,477.52,900,"M"
"396500_1992",396500,1992,"Forest","C2S",18.8,477.52,1000,"M"
"396500_1992",396500,1992,"Forest","C2S",19,482.6,900,"M"
"396500_1992",396500,1992,"Forest","C2S",19,482.6,900,"M"
"396500_1992",396500,1992,"Forest","C2S",19.1,485.14,900,"M"
"396500_1992",396500,1992,"Forest","C2S",19.2,487.68,900,"M"
"396500_1992",396500,1992,"Forest","C2S",19.2,487.68,1000,"M"
"396500_1992",396500,1992,"Forest","C2S",19.4,492.76,1000,"F"
"396500_1992",396500,1992,"Forest","C2S",19.5,495.3,900,"M"
"396500_1992",396500,1992,"Forest","C2S",19.6,497.84,1000,"M"
"396500_1992",396500,1992,"Forest","C2S",19.6,497.84,1100,"M"
"396500_1992",396500,1992,"Forest","C2S",19.7,500.38,1200,"F"
"396500_1992",396500,1992,"Forest","C2S",19.7,500.38,1400,"F"
"396500_1992",396500,1992,"Forest","C2S",19.7,500.38,900,"M"
"396500_1992",396500,1992,"Forest","C2S",19.8,502.92,1300,"F"
"396500_1992",396500,1992,"Forest","C2S",19.8,502.92,1200,"F"
"396500_1992",396500,1992,"Forest","C2S",19.8,502.92,1100,"F"
"396500_1992",396500,1992,"Forest","C2S",19.8,502.92,1100,"M"
"396500_1992",396500,1992,"Forest","C2S",20,508,1400,"M"
"396500_1992",396500,1992,"Forest","C2S",20,508,1200,"M"
"396500_1992",396500,1992,"Forest","C2S",20.1,510.54,1450,"F"
"396500_1992",396500,1992,"Forest","C2S",20.2,513.08,1400,"F"
"396500_1992",396500,1992,"Forest","C2S",20.2,513.08,1400,"F"
"396500_1992",396500,1992,"Forest","C2S",20.2,513.08,1400,"F"
"396500_1992",396500,1992,"Forest","C2S",20.3,515.62,1100,"F"
"396500_1992",396500,1992,"Forest","C2S",20.3,515.62,1400,"M"
"396500_1992",396500,1992,"Forest","C2S",20.5,520.7,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",20.7,525.78,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",20.7,525.78,1400,"F"
"396500_1992",396500,1992,"Forest","C2S",20.8,528.32,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",20.8,528.32,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",20.8,528.32,1800,"F"
"396500_1992",396500,1992,"Forest","C2S",21,533.4,1600,"F"
"396500_1992",396500,1992,"Forest","C2S",21,533.4,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",21.1,535.94,1300,"F"
"396500_1992",396500,1992,"Forest","C2S",21.2,538.48,1400,"F"
"396500_1992",396500,1992,"Forest","C2S",21.2,538.48,1350,"F"
"396500_1992",396500,1992,"Forest","C2S",21.2,538.48,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",21.3,541.02,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",21.5,546.1,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",21.6,548.64,1500,"F"
"396500_1992",396500,1992,"Forest","C2S",21.6,548.64,1600,"F"
"396500_1992",396500,1992,"Forest","C2S",21.7,551.18,1600,"F"
"396500_1992",396500,1992,"Forest","C2S",21.7,551.18,1900,"F"
"396500_1992",396500,1992,"Forest","C2S",22,558.8,1600,"F"
"396500_1992",396500,1992,"Forest","C2S",22.1,561.34,1600,"F"
"396500_1992",396500,1992,"Forest","C2S",22.2,563.88,1900,"F"
"396500_1992",396500,1992,"Forest","C2S",22.2,563.88,1800,"F"
"396500_1992",396500,1992,"Forest","C2S",22.2,563.88,2000,"F"
"396500_1992",396500,1992,"Forest","C2S",22.4,568.96,1700,"F"
"396500_1992",396500,1992,"Forest","C2S",22.5,571.5,1900,"F"
"396500_1992",396500,1992,"Forest","C2S",22.6,574.04,1900,"F"
"396500_1992",396500,1992,"Forest","C2S",22.7,576.58,2000,"F"
"396500_1992",396500,1992,"Forest","C2S",22.8,579.12,1800,"F"
"396500_1992",396500,1992,"Forest","C2S",23,584.2,2100,"F"
"396500_1992",396500,1992,"Forest","C2S",23,584.2,1900,"F"
"396500_1992",396500,1992,"Forest","C2S",23.2,589.28,2200,"F"
"396500_1992",396500,1992,"Forest","C2S",23.2,589.28,2000,"F"
"396500_1992",396500,1992,"Forest","C2S",23.2,589.28,2000,"F"
"396500_1992",396500,1992,"Forest","C2S",23.4,594.36,2400,"F"
"396500_1992",396500,1992,"Forest","C2S",23.6,599.44,2200,"F"
"396500_1992",396500,1992,"Forest","C2S",23.7,601.98,2000,"F"
"396500_1992",396500,1992,"Forest","C2S",23.7,601.98,2400,"F"
"396500_1992",396500,1992,"Forest","C2S",23.9,607.06,2900,"M"
"396500_1992",396500,1992,"Forest","C2S",24.2,614.68,2550,"F"
"396500_1992",396500,1992,"Forest","C2S",24.4,619.76,2700,"F"
"396500_1992",396500,1992,"Forest","C2S",24.4,619.76,2150,"F"
"396500_1992",396500,1992,"Forest","C2S",24.4,619.76,2500,"F"
"396500_1992",396500,1992,"Forest","C2S",25.4,645.16,2700,"F"
"396500_1992",396500,1992,"Forest","C2S",25.7,652.78,2800,"F"
"396500_1992",396500,1992,"Forest","C2S",27.5,698.5,3200,"F"
"406900_1991",406900,1991,"Forest","CCD",13.5,342.9,300,"M"
"406900_1991",406900,1991,"Forest","CCD",14.1,358.14,350,"M"
"406900_1991",406900,1991,"Forest","CCD",14.1,358.14,350,"M"
"406900_1991",406900,1991,"Forest","CCD",14.3,363.22,400,"M"
"406900_1991",406900,1991,"Forest","CCD",14.4,365.76,400,"M"
"406900_1991",406900,1991,"Forest","CCD",14.4,365.76,450,"M"
"406900_1991",406900,1991,"Forest","CCD",14.6,370.84,500,"M"
"406900_1991",406900,1991,"Forest","CCD",14.7,373.38,500,"M"
"406900_1991",406900,1991,"Forest","CCD",14.8,375.92,600,"F"
"406900_1991",406900,1991,"Forest","CCD",14.8,375.92,500,"M"
"406900_1991",406900,1991,"Forest","CCD",14.9,378.46,600,"M"
"406900_1991",406900,1991,"Forest","CCD",14.9,378.46,350,"M"
"406900_1991",406900,1991,"Forest","CCD",15.1,383.54,500,"M"
"406900_1991",406900,1991,"Forest","CCD",15.2,386.08,600,"M"
"406900_1991",406900,1991,"Forest","CCD",15.2,386.08,500,"M"
"406900_1991",406900,1991,"Forest","CCD",15.2,386.08,400,"M"
"406900_1991",406900,1991,"Forest","CCD",15.4,391.16,500,"M"
"406900_1991",406900,1991,"Forest","CCD",15.7,398.78,500,"F"
"406900_1991",406900,1991,"Forest","CCD",15.7,398.78,600,"M"
"406900_1991",406900,1991,"Forest","CCD",15.8,401.32,600,"M"
"406900_1991",406900,1991,"Forest","CCD",15.9,403.86,600,"M"
"406900_1991",406900,1991,"Forest","CCD",16.1,408.94,600,"M"
"406900_1991",406900,1991,"Forest","CCD",16.1,408.94,600,"M"
"406900_1991",406900,1991,"Forest","CCD",16.1,408.94,600,"M"
"406900_1991",406900,1991,"Forest","CCD",16.2,411.48,650,"M"
"406900_1991",406900,1991,"Forest","CCD",16.3,414.02,650,"F"
"406900_1991",406900,1991,"Forest","CCD",16.5,419.1,900,"F"
"406900_1991",406900,1991,"Forest","CCD",16.6,421.64,750,"M"
"406900_1991",406900,1991,"Forest","CCD",16.7,424.18,700,"M"
"406900_1991",406900,1991,"Forest","CCD",16.8,426.72,650,"M"
"406900_1991",406900,1991,"Forest","CCD",16.8,426.72,750,"M"
"406900_1991",406900,1991,"Forest","CCD",16.9,429.26,750,"M"
"406900_1991",406900,1991,"Forest","CCD",17,431.8,850,"M"
"406900_1991",406900,1991,"Forest","CCD",17.1,434.34,950,"F"
"406900_1991",406900,1991,"Forest","CCD",17.1,434.34,800,"M"
"406900_1991",406900,1991,"Forest","CCD",17.1,434.34,900,"M"
"406900_1991",406900,1991,"Forest","CCD",17.2,436.88,700,"F"
"406900_1991",406900,1991,"Forest","CCD",17.2,436.88,750,"M"
"406900_1991",406900,1991,"Forest","CCD",17.2,436.88,850,"M"
"406900_1991",406900,1991,"Forest","CCD",17.3,439.42,900,"F"
"406900_1991",406900,1991,"Forest","CCD",17.4,441.96,1850,"F"
"406900_1991",406900,1991,"Forest","CCD",17.6,447.04,1100,"F"
"406900_1991",406900,1991,"Forest","CCD",17.6,447.04,950,"F"
"406900_1991",406900,1991,"Forest","CCD",17.7,449.58,1000,"F"
"406900_1991",406900,1991,"Forest","CCD",17.7,449.58,800,"M"
"406900_1991",406900,1991,"Forest","CCD",17.8,452.12,1150,"F"
"406900_1991",406900,1991,"Forest","CCD",17.8,452.12,900,"M"
"406900_1991",406900,1991,"Forest","CCD",17.9,454.66,1000,"F"
"406900_1991",406900,1991,"Forest","CCD",17.9,454.66,850,"M"
"406900_1991",406900,1991,"Forest","CCD",17.9,454.66,850,"M"
"406900_1991",406900,1991,"Forest","CCD",17.9,454.66,900,"M"
"406900_1991",406900,1991,"Forest","CCD",18,457.2,1050,"F"
"406900_1991",406900,1991,"Forest","CCD",18.1,459.74,1000,"F"
"406900_1991",406900,1991,"Forest","CCD",18.1,459.74,950,"M"
"406900_1991",406900,1991,"Forest","CCD",18.2,462.28,950,"F"
"406900_1991",406900,1991,"Forest","CCD",18.2,462.28,1150,"F"
"406900_1991",406900,1991,"Forest","CCD",18.2,462.28,750,"F"
"406900_1991",406900,1991,"Forest","CCD",18.3,464.82,1000,"M"
"406900_1991",406900,1991,"Forest","CCD",18.3,464.82,900,"M"
"406900_1991",406900,1991,"Forest","CCD",18.3,464.82,900,"M"
"406900_1991",406900,1991,"Forest","CCD",18.4,467.36,900,"M"
"406900_1991",406900,1991,"Forest","CCD",18.5,469.9,1000,"M"
