"wbic_year","wbic","year","county","class","len.in","len.mm","wt","sex"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.2,563.88,1755.4,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.2,563.88,1755.4,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.2,563.88,1868.8,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.5,571.5,2208.99,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.5,571.5,2041.17,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.5,571.5,3002.78,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.5,571.5,1814.37,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.5,571.5,1896.02,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.7,576.58,2181.78,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.7,576.58,2267.96,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.7,576.58,1868.8,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",22.9,581.66,2208.99,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23,584.2,2834.95,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",23,584.2,2322.39,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",23,584.2,2494.76,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.1,586.74,2435.79,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.1,586.74,2267.96,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.1,586.74,2295.18,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.2,589.28,2095.6,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.2,589.28,2154.56,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.3,591.82,2208.99,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.5,596.9,2549.19,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.5,596.9,2208.99,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.5,596.9,2236.21,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.6,599.44,2463.01,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.6,599.44,2322.39,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.8,604.52,2463.01,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.9,607.06,2381.36,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",23.9,607.06,2608.16,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",24,609.6,2948.35,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",24,609.6,2494.76,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",24,609.6,2494.76,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",24.2,614.68,2834.95,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",24.2,614.68,2608.16,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",24.2,614.68,2494.76,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",24.6,624.84,2748.77,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",24.6,624.84,2862.17,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",24.9,632.46,2834.95,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25,635,2662.59,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25,635,2775.99,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25.2,640.08,3175.15,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25.2,640.08,2948.35,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25.3,642.62,3229.58,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25.6,650.24,1814.37,"M"
"2390800_1991",2390800,1991,"Sawyer","C2S",25.6,650.24,3370.19,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25.7,652.78,3742.14,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25.7,652.78,3401.94,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",25.9,657.86,3483.59,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26,660.4,3175.15,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.2,665.48,3515.34,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.2,665.48,3401.94,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.3,668.02,3288.54,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.4,670.56,3515.34,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.5,673.1,2948.35,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.5,673.1,3742.14,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.5,673.1,3855.54,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.7,678.18,3655.95,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",26.8,680.72,3909.97,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",27.1,688.34,3288.54,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",27.2,690.88,3596.99,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",27.3,693.42,3288.54,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",27.7,703.58,3823.78,"F"
"2390800_1991",2390800,1991,"Sawyer","C2S",28,711.2,3937.18,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",12.6,320.04,368.77,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",13.1,332.74,396.89,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",13.2,335.28,396.89,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",13.5,342.9,482.17,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",13.6,345.44,421.84,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",13.6,345.44,538.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",13.6,345.44,340.19,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",13.7,347.98,396.89,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",13.8,350.52,368.77,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14,355.6,453.59,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14,355.6,482.17,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14,355.6,425.47,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14,355.6,482.17,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14.1,358.14,425.47,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14.2,360.68,510.29,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14.2,360.68,425.47,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14.4,365.76,538.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14.4,365.76,482.17,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14.8,375.92,538.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",14.8,375.92,510.29,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15,381,538.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15,381,538.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15,381,652.27,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.3,388.62,510.29,"U"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.3,388.62,566.99,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.5,393.7,623.69,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.5,393.7,623.69,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.5,393.7,652.27,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.5,393.7,822.36,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.5,393.7,538.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.6,396.24,538.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",15.8,401.32,680.39,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16,406.4,680.39,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16,406.4,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16,406.4,680.39,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16,406.4,737.09,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.2,411.48,652.27,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.2,411.48,680.39,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.2,411.48,538.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.2,411.48,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.2,411.48,652.27,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.3,414.02,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.3,414.02,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.3,414.02,652.27,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.3,414.02,1133.98,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.3,414.02,680.39,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.3,414.02,793.79,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.4,416.56,737.09,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.4,416.56,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.4,416.56,652.27,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.4,416.56,822.36,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.4,416.56,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,793.79,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,623.69,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,737.09,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,652.27,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,595.57,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,737.09,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,793.79,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.5,419.1,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.6,421.64,793.79,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.6,421.64,822.36,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.6,421.64,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.7,424.18,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.7,424.18,680.39,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.7,424.18,793.79,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.7,424.18,822.36,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.7,424.18,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.8,426.72,737.09,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.8,426.72,822.36,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.8,426.72,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",16.9,429.26,793.79,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",17,431.8,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17,431.8,737.09,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17,431.8,793.79,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17,431.8,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17,431.8,793.79,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17,431.8,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17,431.8,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17,431.8,822.36,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.1,434.34,708.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.1,434.34,652.27,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.2,436.88,1247.38,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.2,436.88,822.36,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.2,436.88,737.09,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.2,436.88,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.2,436.88,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.2,436.88,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.3,439.42,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.3,439.42,793.79,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.3,439.42,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.4,441.96,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.4,441.96,879.06,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.4,441.96,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,992.46,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,822.36,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,879.06,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,992.46,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.5,444.5,879.06,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.6,447.04,935.76,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.6,447.04,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.7,449.58,879.06,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.7,449.58,963.88,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.7,449.58,963.88,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.7,449.58,907.18,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.7,449.58,935.76,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.7,449.58,935.76,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.8,452.12,879.06,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.8,452.12,992.46,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.9,454.66,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.9,454.66,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",17.9,454.66,935.76,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,765.66,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,1247.38,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,963.88,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,907.18,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,879.06,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,1077.28,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,879.06,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,992.46,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,963.88,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,1049.16,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,1049.16,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18,457.2,992.46,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.1,459.74,850.49,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.1,459.74,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.2,462.28,1020.58,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.2,462.28,992.46,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.2,462.28,935.76,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.3,464.82,963.88,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.3,464.82,1049.16,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.3,464.82,935.76,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1105.86,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1133.98,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1020.58,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1077.28,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,963.88,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,907.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1190.68,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1049.16,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1077.28,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.5,469.9,1049.16,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.6,472.44,935.76,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.7,474.98,963.88,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.7,474.98,1105.86,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.7,474.98,1105.86,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.8,477.52,1049.16,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.8,477.52,1049.16,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.8,477.52,1190.68,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.8,477.52,1049.16,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.8,477.52,1162.56,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.9,480.06,1105.86,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.9,480.06,1049.16,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.9,480.06,1105.86,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",18.9,480.06,1530.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1133.98,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1133.98,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1020.58,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1219.26,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1133.98,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1219.26,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1360.78,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1304.08,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1133.98,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1219.26,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1304.08,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19,482.6,1275.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.1,485.14,1020.58,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.2,487.68,1247.38,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.2,487.68,1247.38,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.2,487.68,1304.08,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.3,490.22,1077.28,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.3,490.22,1247.38,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.3,490.22,1360.78,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.4,492.76,1304.08,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.4,492.76,1105.86,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.4,492.76,1049.16,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1247.38,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1190.68,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1219.26,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1389.35,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1247.38,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,992.46,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1190.68,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1162.56,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,992.46,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1304.08,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1360.78,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,1332.65,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.5,495.3,963.88,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.6,497.84,1077.28,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.7,500.38,1417.48,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.7,500.38,1275.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.7,500.38,1162.56,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.7,500.38,1077.28,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.7,500.38,1672.85,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.7,500.38,1417.48,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.8,502.92,1219.26,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.8,502.92,1559.45,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.9,505.46,1304.08,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.9,505.46,1247.38,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",19.9,505.46,1360.78,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1757.67,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1360.78,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1275.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1190.68,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1332.65,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1219.26,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1332.65,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1389.35,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1332.65,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20,508,1219.26,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.1,510.54,1502.75,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.3,515.62,1219.26,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.3,515.62,1275.96,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.4,518.16,1389.35,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,2721.55,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1446.05,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1446.05,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1446.05,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1474.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1417.48,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1389.35,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1332.65,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1389.35,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1304.08,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.5,520.7,1814.37,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.6,523.24,1133.98,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.7,525.78,1247.38,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",20.8,528.32,1360.78,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21,533.4,1842.95,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",21,533.4,1530.87,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21,533.4,1474.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21,533.4,1559.45,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21,533.4,1417.48,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21,533.4,1474.18,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21,533.4,1446.05,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21,533.4,1502.75,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21.2,538.48,1446.05,"M"
"2391200_1986",2391200,1986,"Sawyer","C2S",21.5,546.1,2154.56,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",21.5,546.1,1842.95,"F"
"2391200_1986",2391200,1986,"Sawyer","C2S",21.5,546.1,1700.97,"F"
